dataset_id,model,family,shift_axis,shift_lambda,seed,split_policy,clean_split_passed,leakage_risk_level,applicable,status,error_message,accuracy,auc,nll,nll_norm,ece,brier,ece_adaptive,ece_classwise,calib_slope,calib_intercept,utility,n_train,best_gbdt,reference_utility,failed,failure_reason,metric_notes
steel-plates-fault,hist_gbdt,gbdt,label_noise,0.1,2047184284,train_only,True,low,True,ok,,0.9811320754716981,0.9982069073049037,0.09975133196117379,0.1439107519424542,0.059708215109226616,0.04656994462711447,0.059708215109226546,0.058284736481169754,2.3618204423731304,0.5976174975147615,0.4414273602728894,1358,catboost,0.49940088491419654,True,utility_gap,
steel-plates-fault,hist_gbdt,gbdt,label_noise,0.2,781862246,train_only,True,low,True,ok,,0.9331046312178388,0.986668745614719,0.23174904542412475,0.3343431985641359,0.12210605137933439,0.12041161189716486,0.12005315203035635,0.12643161649287055,3.611887384630446,-0.8255894332363191,0.3605755858027198,1358,catboost,0.49940088491419654,True,utility_gap;ece,
steel-plates-fault,hist_gbdt,gbdt,label_noise,0.3,1549908955,train_only,True,low,True,ok,,0.8027444253859348,0.8685585093942465,0.46480183469736797,0.6705673019139845,0.0679483162596075,0.29535981660567157,0.07434658371298665,0.1175806940625396,1.049972630314579,0.3392378580607201,0.2096472882697596,1358,catboost,0.49940088491419654,True,utility_gap,
steel-plates-fault,hist_gbdt,gbdt,label_noise,0.4,1038006126,train_only,True,low,True,ok,,0.5900514579759862,0.616810893687794,0.7118961023681403,1.027048976514698,0.12446509641709927,0.5042207636163885,0.12630078885358983,0.16298092425190597,0.47290701979559274,-0.09201517922917701,-0.028616180750703376,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,hist_gbdt,gbdt,label_noise,0.5,4057577613,train_only,True,low,True,ok,,0.5094339622641509,0.4816532834385801,0.8164913558391518,1.1779480299978502,0.18934438109138566,0.5975704375582926,0.19340588982969548,0.22470672806946945,-0.0770932539712977,0.10314947988870274,-0.14625954167450653,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,hist_gbdt,gbdt,label_noise,0.6,4011574036,train_only,True,low,True,ok,,0.3979416809605489,0.2934824978560848,1.0251089395138415,1.4789195834075635,0.31122915803250756,0.7524783978466775,0.3188450441407418,0.34779919633455925,-1.0010457581331589,0.4529084656377192,-0.34351158023505857,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,hist_gbdt,gbdt,label_noise,0.8,1399823778,train_only,True,low,True,ok,,0.07204116638078903,0.01842467711338062,2.0065968497400877,2.894907324183441,0.7428981264087203,1.3268593837223177,0.7428981264087204,0.7407831165674884,-2.3075344688505477,-0.11968225047042036,-0.9997970105899747,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,logreg,linear,label_noise,0.0,3863852855,train_only,True,low,True,ok,,1.0,1.0,0.007891370778904868,0.01138484148854213,0.007846143737817113,0.00017879389413174,0.007846143737817052,0.007846143737817033,,,0.4950153188058739,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,logreg,linear,label_noise,0.05,3828678886,train_only,True,low,True,ok,,1.0,1.0,0.058775149037180396,0.0847946160434499,0.05651157871712423,0.008425980588286995,0.05651157871712414,0.05651157871712413,,,0.4632592994435402,1358,catboost,0.49940088491419654,True,utility_gap,
steel-plates-fault,logreg,linear,label_noise,0.1,2047184284,train_only,True,low,True,ok,,1.0,1.0,0.11314621531282308,0.16323548372716476,0.10608873817271719,0.02558268907540592,0.10608873817271731,0.10608873817271727,,,0.42981160724730716,1358,catboost,0.49940088491419654,True,utility_gap;ece,
steel-plates-fault,logreg,linear,label_noise,0.2,781862246,train_only,True,low,True,ok,,1.0,1.0,0.22715120523066587,0.32770991731823285,0.20159758137748338,0.0862038270452619,0.20159758137748335,0.20159758137748335,,,0.3613675085290335,1358,catboost,0.49940088491419654,True,utility_gap;ece,
steel-plates-fault,logreg,linear,label_noise,0.3,1549908955,train_only,True,low,True,ok,,0.9965694682675815,0.9999870065746732,0.3668432913702605,0.52924299724326,0.30522278259782176,0.1913190093533851,0.30169774965576657,0.3034624933150657,29.223895546077973,-3.2788445654172995,0.2796634168487305,1358,catboost,0.49940088491419654,True,utility_gap;ece,
