tau_utility,tau_ece,tau_nll,lambda0_fail_max,lambda0_fail_mean,n_common,aure_catboost,aure_hist_gbdt,aure_logreg,aure_tabicl,aure_tabpfn_client,aure_xgboost,margin,margin_common
0.01,0.1,0.5,0.6666666666666666,0.3444444444444444,10,0.07307692307692308,0.021153846153846155,0.10192307692307692,0.2153846153846154,0.2153846153846154,0.03076923076923077,0.1423076923076923,0.04999999999999999
0.01,0.1,0.75,0.6666666666666666,0.3444444444444444,10,0.07307692307692308,0.021153846153846155,0.10192307692307692,0.2153846153846154,0.2153846153846154,0.03076923076923077,0.1423076923076923,0.04999999999999999
0.01,0.1,1.0,0.6666666666666666,0.3444444444444444,10,0.07307692307692308,0.021153846153846155,0.10192307692307692,0.2153846153846154,0.2153846153846154,0.03076923076923077,0.1423076923076923,0.04999999999999999
0.01,0.1,1.25,0.6666666666666666,0.3444444444444444,10,0.07307692307692308,0.021153846153846155,0.10192307692307692,0.2153846153846154,0.2153846153846154,0.03076923076923077,0.1423076923076923,0.04999999999999999
0.01,0.1,1.5,0.6666666666666666,0.3444444444444444,10,0.07307692307692308,0.021153846153846155,0.10192307692307692,0.2153846153846154,0.2153846153846154,0.03076923076923077,0.1423076923076923,0.04999999999999999
0.01,0.125,0.3,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.125,0.5,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.125,0.75,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.125,1.0,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.125,1.25,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.125,1.5,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.15,0.3,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.15,0.5,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.15,0.75,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.15,1.0,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.15,1.25,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.15,1.5,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.2,0.3,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.2,0.5,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.2,0.75,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.2,1.0,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
0.01,0.2,1.25,0.6666666666666666,0.31111111111111106,10,0.07307692307692308,0.021153846153846155,0.12884615384615386,0.2173076923076923,0.2173076923076923,0.03076923076923077,0.14423076923076922,0.04999999999999999
