model,cell,in_common,rho_grid,rho_self
xgboost,"('kr-vs-kp', 'covariate_shift', 1337)",False,0.4,0.4
xgboost,"('kr-vs-kp', 'covariate_shift', 2025)",False,0.4,0.4
xgboost,"('kr-vs-kp', 'label_noise', 42)",False,0.0,0.0
xgboost,"('kr-vs-kp', 'label_noise', 1337)",False,0.0,0.0
xgboost,"('kr-vs-kp', 'label_noise', 2025)",False,0.0,0.0
xgboost,"('optdigits', 'covariate_shift', 42)",True,0.1,0.1
xgboost,"('optdigits', 'covariate_shift', 1337)",True,0.1,0.1
xgboost,"('optdigits', 'covariate_shift', 2025)",True,0.1,0.1
xgboost,"('optdigits', 'label_noise', 42)",True,0.2,0.2
xgboost,"('optdigits', 'label_noise', 1337)",True,0.2,0.2
xgboost,"('optdigits', 'label_noise', 2025)",True,0.2,0.2
xgboost,"('pc1', 'covariate_shift', 42)",False,0.0,0.05
xgboost,"('pc1', 'covariate_shift', 1337)",False,0.0,0.0
xgboost,"('pc1', 'covariate_shift', 2025)",True,0.0,0.0
xgboost,"('pc1', 'label_noise', 42)",False,0.0,0.0
xgboost,"('pc1', 'label_noise', 1337)",False,0.0,0.0
xgboost,"('pc1', 'label_noise', 2025)",True,0.0,0.0
xgboost,"('splice', 'covariate_shift', 42)",True,0.4,0.4
xgboost,"('splice', 'covariate_shift', 1337)",True,0.4,0.4
xgboost,"('splice', 'covariate_shift', 2025)",True,0.4,0.4
xgboost,"('splice', 'label_noise', 42)",True,0.05,0.1
xgboost,"('splice', 'label_noise', 1337)",True,0.1,0.1
xgboost,"('splice', 'label_noise', 2025)",True,0.1,0.1
xgboost,"('steel-plates-fault', 'covariate_shift', 42)",True,0.4,0.4
xgboost,"('steel-plates-fault', 'covariate_shift', 1337)",True,0.4,0.4
xgboost,"('steel-plates-fault', 'covariate_shift', 2025)",True,0.4,0.4
xgboost,"('steel-plates-fault', 'label_noise', 42)",True,0.05,0.05
xgboost,"('steel-plates-fault', 'label_noise', 1337)",True,0.05,0.05
xgboost,"('steel-plates-fault', 'label_noise', 2025)",True,0.05,0.05
xgboost,"('vehicle', 'covariate_shift', 42)",False,0.0,0.05
xgboost,"('vehicle', 'covariate_shift', 1337)",False,0.0,0.0
xgboost,"('vehicle', 'covariate_shift', 2025)",False,0.0,0.05
xgboost,"('vehicle', 'label_noise', 42)",False,0.0,0.2
xgboost,"('vehicle', 'label_noise', 1337)",False,0.0,0.05
xgboost,"('vehicle', 'label_noise', 2025)",False,0.0,0.05
xgboost,"('wdbc', 'covariate_shift', 42)",True,0.0,0.0
xgboost,"('wdbc', 'covariate_shift', 1337)",True,0.05,0.05
xgboost,"('wdbc', 'covariate_shift', 2025)",False,0.0,0.0
xgboost,"('wdbc', 'label_noise', 42)",True,0.05,0.05
xgboost,"('wdbc', 'label_noise', 1337)",True,0.05,0.05
xgboost,"('wdbc', 'label_noise', 2025)",False,0.1,0.1
